"i_id","osm_id","count"
"2","v","917755","673665486","6.341040462"
"2","","382490","46899646","6.341040462"
"2","","401430","56394086","6.341040462"
"2","","472386","130285137","6.341040462"
"2","","920974","683222661","6.341040462"
"2","","785216","481326097","6.341040462"
"2","","369750","24792789","6.341040462"
"2","","369748","24792786","6.341040462"
"2","","472382","130285134","6.341040462"
"2","","775622","469159251","6.341040462"
"2","","775621","469159250","6.341040462"
"2","","762017","452398909","6.341040462"
"2","","125370","6059739","6.341040462"
"2","","775624","469159253","6.341040462"
"2","","387295","49887642","6.341040462"
"2","","752934","435130530","6.341040462"
"2","","694903","345633937","6.341040462"
"2","","752940","435130533","6.341040462"
"2","","749147","426405380","6.341040462"
"2","","749143","426405379","6.341040462"
"3","v","917755","673665486","34.52344252"
"3","","917756","673665487","34.52344252"
"3","","803655","535489684","34.52344252"
"3","","888569","581241240","34.52344252"
"3","","770449","468421260","34.52344252"
"3","","733944","397354078","34.52344252"
"3","","770469","468421281","34.52344252"
"3","","733943","397354074","34.52344252"
"3","","733948","397354082","34.52344252"
"3","","894279","590581672","34.52344252"
"3","","390671","50775190","34.52344252"
"3","","894280","590581673","34.52344252"
"3","","894283","590581674","34.52344252"
"3","","760346","450574992","34.52344252"
"3","","775727","469204213","34.52344252"
"3","","467045","125568106","34.52344252"
"3","","123732","6057538","34.52344252"
"3","","763286","455065246","34.52344252"
"3","","733307","397297468","34.52344252"
"3","","487258","135571604","34.52344252"
"3","","487266","135571606","34.52344252"
"3","","371304","28317450","34.52344252"
"3","","790120","497177172","34.52344252"
"4","v","917755","673665486","18.67084136"
"4","","917756","673665487","18.67084136"
"4","","803655","535489684","18.67084136"
"4","","888569","581241240","18.67084136"
"4","","770449","468421260","18.67084136"
"4","","382491","46899647","18.67084136"
"4","","905013","627180499","18.67084136"
"4","","125376","6059764","18.67084136"
"4","","120695","6054354","18.67084136"
"4","v","894276","590581670","18.67084136"
"5","v","917755","673665486","3.522800257"
"5","","917756","673665487","3.522800257"
"5","","803655","535489684","3.522800257"
"5","","888569","581241240","3.522800257"
"5","","770449","468421260","3.522800257"
"5","","382491","46899647","3.522800257"
"5","","905013","627180499","3.522800257"
"5","","762724","454629039","3.522800257"
"5","","770467","468421279","3.522800257"
"5","","893116","589533501","3.522800257"
"5","","390633","50773212","3.522800257"
"5","","455403","116044334","3.522800257"
"5","","383837","47920789","3.522800257"
"5","","388561","50430010","3.522800257"
"5","","733915","397350557","3.522800257"
"5","","733912","397350554","3.522800257"
"5","","120088","6053727","3.522800257"
"5","","799216","521160582","3.522800257"
"5","","762589","453984450","3.522800257"
"5","","733914","397350556","3.522800257"
"5","","120113","6053792","3.522800257"
"5","","390628","50773205","3.522800257"
"5","","908274","637537307","3.522800257"
"5","","908275","637537309","3.522800257"
"5","","893665","589905548","3.522800257"
"5","","794242","506975711","3.522800257"
"5","","794239","506975709","3.522800257"
"5","","794238","506975708","3.522800257"
"5","","474228","130808344","3.522800257"
"5","","681730","321481319","3.522800257"
"5","","124455","6058271","3.522800257"
"5","","122699","6056447","3.522800257"
"5","","120135","6053819","3.522800257"
"6","v","917755","673665486","0.352280026"
"6","","917756","673665487","0.352280026"
"6","","803655","535489684","0.352280026"
"6","","888569","581241240","0.352280026"
"6","","770449","468421260","0.352280026"
"6","","382491","46899647","0.352280026"
"6","","905013","627180499","0.352280026"
"6","","762724","454629039","0.352280026"
"6","","770467","468421279","0.352280026"
"6","","893116","589533501","0.352280026"
"6","","388555","50430004","0.352280026"
"6","","383836","47920788","0.352280026"
"6","","775576","469146395","0.352280026"
"6","","455395","116044305","0.352280026"
"6","","125623","6059971","0.352280026"
"6","","388384","50426889","0.352280026"
"6","","770436","468421234","0.352280026"
"6","","770437","468421236","0.352280026"
"6","","388088","50329452","0.352280026"
"6","","770446","468421257","0.352280026"
"6","","389329","50566996","0.352280026"
"6","","389328","50566995","0.352280026"
"6","","770438","468421242","0.352280026"
"6","","182565","8797133","0.352280026"
"6","v","908404","638352461","0.352280026"
"7","v","917755","673665486","8.454720617"
"7","","917756","673665487","8.454720617"
"7","","803655","535489684","8.454720617"
"7","","888569","581241240","8.454720617"
"7","","770449","468421260","8.454720617"
"7","","382491","46899647","8.454720617"
"7","","905013","627180499","8.454720617"
"7","","762724","454629039","8.454720617"
"7","","770467","468421279","8.454720617"
"7","","893116","589533501","8.454720617"
"7","","388555","50430004","8.454720617"
"7","","383836","47920788","8.454720617"
"7","","775576","469146395","8.454720617"
"7","","455395","116044305","8.454720617"
"7","","125623","6059971","8.454720617"
"7","","388384","50426889","8.454720617"
"7","","770436","468421234","8.454720617"
"7","","770437","468421236","8.454720617"
"7","","388091","50329457","8.454720617"
"7","","775578","469146397","8.454720617"
"7","","388092","50329459","8.454720617"
"7","","770463","468421274","8.454720617"
"7","","733421","397303086","8.454720617"
"7","","180750","8796216","8.454720617"
"7","","786507","484878996","8.454720617"
"7","","182833","8797259","8.454720617"
"7","v","380063","45308484","8.454720617"
"8","v","917755","673665486","11.27296082"
"8","","917756","673665487","11.27296082"
"8","","803655","535489684","11.27296082"
"8","","888569","581241240","11.27296082"
"8","","770449","468421260","11.27296082"
"8","","382491","46899647","11.27296082"
"8","","905013","627180499","11.27296082"
"8","","762724","454629039","11.27296082"
"8","","770467","468421279","11.27296082"
"8","","893116","589533501","11.27296082"
"8","","388555","50430004","11.27296082"
"8","","383836","47920788","11.27296082"
"8","","775576","469146395","11.27296082"
"8","","455395","116044305","11.27296082"
"8","","125623","6059971","11.27296082"
"8","","388384","50426889","11.27296082"
"8","","770436","468421234","11.27296082"
"8","","770437","468421236","11.27296082"
"8","","388091","50329457","11.27296082"
"8","","775578","469146397","11.27296082"
"8","","388092","50329459","11.27296082"
"8","","770463","468421274","11.27296082"
"8","","733421","397303086","11.27296082"
"8","","733419","397303084","11.27296082"
"8","","380064","45308541","11.27296082"
"8","","905218","628473035","11.27296082"
"8","","685538","330310753","11.27296082"
"8","","179325","8795503","11.27296082"
"8","","181049","8796353","11.27296082"
"8","v","845271","567066770","11.27296082"
"9","v","917755","673665486","1.761400128"
"9","","917756","673665487","1.761400128"
"9","","803655","535489684","1.761400128"
"9","","888569","581241240","1.761400128"
"9","","770449","468421260","1.761400128"
"9","","733944","397354078","1.761400128"
"9","","770469","468421281","1.761400128"
"9","","733943","397354074","1.761400128"
"9","","733948","397354082","1.761400128"
"9","","894279","590581672","1.761400128"
"9","","390671","50775190","1.761400128"
"9","","894280","590581673","1.761400128"
"9","","894283","590581674","1.761400128"
"9","","760346","450574992","1.761400128"
"9","","775727","469204213","1.761400128"
"9","","467045","125568106","1.761400128"
"9","","123732","6057538","1.761400128"
"9","","763286","455065246","1.761400128"
"9","","733307","397297468","1.761400128"
"9","","124426","6058251","1.761400128"
"10","v","917755","673665486","3.170520231"
"10","","917756","673665487","3.170520231"
"10","","803655","535489684","3.170520231"
"10","","888569","581241240","3.170520231"
"10","","770449","468421260","3.170520231"
"10","","733944","397354078","3.170520231"
"10","","770469","468421281","3.170520231"
"10","","733943","397354074","3.170520231"
"10","","733948","397354082","3.170520231"
"10","","894279","590581672","3.170520231"
"10","","390671","50775190","3.170520231"
"10","","894280","590581673","3.170520231"
"10","","894283","590581674","3.170520231"
"10","","760346","450574992","3.170520231"
"10","","775727","469204213","3.170520231"
"10","","467045","125568106","3.170520231"
"10","","467034","125568104","3.170520231"
"10","","775726","469204210","3.170520231"
"10","","760341","450564875","3.170520231"
"10","","784069","479495181","3.170520231"
